,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Souls
35615,20001206X01804,Incident,MIA94IA183,1994-07-24,"ST. PETERSBURG, FL",United States,Incident,Minor,Other,N318AB,Cessna,402C,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,1.0
35649,20001206X01794,Accident,LAX94LA302,1994-07-29,"POLACCA, AZ",United States,Non-Fatal,Substantial,Other,N985RA,Cessna,421C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,5.0
35658,20001206X01717,Accident,CHI94LA250,1994-07-29,"OSHKOSH, WI",United States,Non-Fatal,Substantial,Other,N819RA,Cessna,421C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
35684,20001206X02120,Accident,NYC94LA144,1994-08-01,"WASHINGTON, DC",United States,Non-Fatal,Substantial,Other,N433AW,De Havilland,DHC-8-311,No,2.0,Turbo Prop,Unknown,0.0,0.0,1.0,53.0,VMC,54.0
35693,20001206X01985,Accident,CHI94FA262,1994-08-02,"ST. IGNACE, MI",United States,Fatal(1),Minor,Other,N7025N,Grumman,HU-16,No,2.0,Reciprocating,Personal,1.0,0.0,3.0,9.0,VMC,13.0
35707,20001206X02117,Accident,NYC94FA148,1994-08-04,"WILLIAMSTOWN, MA",United States,Fatal(1),Destroyed,Other,N7GA,Beechcraft,A100,No,2.0,Turbo Prop,Positioning,1.0,0.0,0.0,0.0,VMC,1.0
35715,20001206X02123,Accident,NYC94LA150,1994-08-05,"NEWPORT, RI",United States,Non-Fatal,Substantial,Other,N119RJ,Beechcraft,58P,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,3.0
35723,20001206X02137,Accident,SEA94LA206,1994-08-06,"SALMON, ID",United States,Non-Fatal,Substantial,Other,N47671,Piper,PA-34-200T,No,2.0,Reciprocating,Unknown,0.0,0.0,3.0,1.0,VMC,4.0
35745,20001206X01996,Accident,CHI94LA271,1994-08-09,"MARION, IA",United States,Non-Fatal,Destroyed,Other,N234KB,Piper,PA-34-200,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,3.0,VMC,5.0
35784,20001206X02066,Accident,LAX94FA323,1994-08-13,"PEARBLOSSOM, CA",United States,Fatal(3),Destroyed,Other,N135FF,Lockheed Martin,C-130A,No,4.0,Turbo Prop,Public Aircraft,3.0,0.0,0.0,0.0,VMC,3.0
35794,20001206X01953,Accident,BFO94FA163,1994-08-14,"SEA ISLE CITY, NJ",United States,Fatal(4),Destroyed,Other,N3642A,Piper,PA-601P,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,4.0
35808,20001206X02118,Accident,NYC94FA160,1994-08-16,"WAYNESBORO, PA",United States,Fatal(4),Destroyed,Other,N85WM,Cessna,320C,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,4.0
35817,20001206X02033,Accident,FTW94FA273,1994-08-18,"PRYOR, OK",United States,Fatal(3),Destroyed,Other,N5319A,Cessna,310,No,2.0,Reciprocating,Business,3.0,1.0,0.0,0.0,VMC,4.0
35829,20001206X02106,Accident,MIA94LA197,1994-08-18,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,Other,N556PR,Piper,PA-23,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
35835,20001206X02034,Accident,FTW94FA274,1994-08-19,"ALBERT LEA, MN",United States,Non-Fatal,Substantial,Other,N230EM,Bell,230,No,2.0,Turbo Shaft,Unknown,0.0,0.0,0.0,4.0,VMC,4.0
35836,20001206X02028,Accident,CHI94MA290,1994-08-19,"CHICAGO, IL",United States,Non-Fatal,Substantial,Other,IDUPO,McDonnell Douglas,MD-11F,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,267.0,VMC,267.0
35847,20001206X02148,Accident,SEA94LA218,1994-08-20,"HELENA, MT",United States,Non-Fatal,Substantial,Other,N14MV,Beechcraft,99,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
35888,20001206X01974,Accident,BFO94LA151,1994-08-25,"NANTUCKET, MA",United States,Non-Fatal,Substantial,Other,N1471N,Grumman,G-44,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
35892,20001206X02035,Accident,FTW94FA279,1994-08-26,"NEW ORLEANS, LA",United States,Non-Fatal,Substantial,Other,XASKO,Dassault,DA 200,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,7.0,VMC,7.0
35913,20001206X02036,Accident,FTW94FA282,1994-08-28,"HARLINGEN, TX",United States,Non-Fatal,Substantial,Other,N966JW,Cessna,402,No,2.0,Reciprocating,Unknown,0.0,0.0,7.0,0.0,VMC,7.0
35914,20001206X02152,Accident,SEA94LA223,1994-08-28,"HOOD RIVER, OR",United States,Non-Fatal,Substantial,Other,N9833L,Cessna,320B,No,2.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,3.0
35941,20001206X02351,Accident,SEA94LA228,1994-09-01,"LIBBY, MT",United States,Non-Fatal,Destroyed,Other,N165AC,Sikorsky,S-64F,No,2.0,Turbo Shaft,Unknown,0.0,0.0,2.0,1.0,VMC,3.0
35943,20001206X02277,Accident,LAX94LA345,1994-09-01,"AGUA DULCE, CA",United States,Non-Fatal,Destroyed,Other,N3272X,Cessna,310L,No,2.0,Reciprocating,Business,0.0,0.0,2.0,3.0,VMC,5.0
35947,20001206X02330,Accident,NYC94LA162,1994-09-01,"SALEM, OH",United States,Non-Fatal,Substantial,Other,N7579Q,Cessna,310Q,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,5.0
35959,20001206X02327,Accident,NYC94FA166,1994-09-03,"BLAIN, PA",United States,Fatal(2),Destroyed,Other,N502SB,Cessna,310R,No,2.0,Reciprocating,Executive/corporate,2.0,0.0,0.0,0.0,VMC,2.0
35983,20001206X02272,Accident,LAX94FA355,1994-09-06,"RENO, NV",United States,Fatal(1),Destroyed,Other,N1081Q,Cessna,310H,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,1.0
35995,20001206X02233,Accident,DCA94MA076,1994-09-08,"ALIQUIPPA, PA",United States,Fatal(132),Destroyed,Other,N513AU,Boeing,B-737-300,No,2.0,Turbo Fan,Unknown,132.0,0.0,0.0,0.0,VMC,132.0
35998,20001206X02285,Accident,LAX94LA357,1994-09-08,"BURBANK, CA",United States,Non-Fatal,Substantial,Other,N403SW,Bombardier,CL600,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,36.0,VMC,36.0
36000,20001206X02284,Accident,LAX94LA356,1994-09-08,"RENO, NV",United States,Non-Fatal,Substantial,Other,N311NW,Hawker Siddeley,HS-125-700A,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,4.0,VMC,4.0
36010,20001206X02208,Accident,CHI94LA323,1994-09-09,"MT PLEASANT, MI",United States,Non-Fatal,Substantial,Other,N666S,Beechcraft,D18S,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
36045,20001206X02212,Accident,CHI94LA327,1994-09-14,"PORT HURON, MI",United States,Non-Fatal,Destroyed,Other,CFSMO,Piper,PA-60-602P,No,2.0,Reciprocating,Business,0.0,4.0,0.0,0.0,IMC,4.0
36051,20001206X02192,Accident,CHI94FA329,1994-09-15,"BEAVER ISLAND, MI",United States,Fatal(3),Destroyed,Other,N13909,Piper,PA-23-250,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0
36086,20001206X02311,Accident,MIA94FAMS2,1994-09-19,MISSING,MISSING,Fatal(5),Destroyed,Other,N6844Y,Piper,PA-23-250,No,2.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,IMC,5.0
36094,20001206X02193,Accident,CHI94FA340,1994-09-20,"POPLAR GROVE, IL",United States,Fatal(1),Destroyed,Other,N9581Y,Beechcraft,E95A,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,1.0
36130,20001206X02312,Incident,MIA94IA217,1994-09-26,"FT. LAUDERDALE, FL",United States,Incident,Minor,Other,N63PB,Cessna,402C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,VMC,7.0
36137,20001206X02276,Accident,LAX94FA383B,1994-09-27,"MESA, AZ",United States,Fatal(1),Substantial,Other,R0324,McDonnell Douglas,AH-64D,No,2.0,Turbo Shaft,Unknown,1.0,1.0,0.0,2.0,VMC,4.0
36139,20001206X02242,Incident,FTW94IA321,1994-09-28,"ANCHORAGE, AK",United States,Incident,Minor,Other,N603FE,McDonnell Douglas,MD-11-F,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
36147,20001206X02232,Accident,CHI94LA351,1994-09-29,"WEST CHICAGO, IL",United States,Non-Fatal,Substantial,Other,N5272A,Piper,PA-23-160,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
36150,20001206X02268,Accident,FTW94LA320,1994-09-30,"ANDREWS, TX",United States,Non-Fatal,Substantial,Other,N8901Y,Piper,PA-39,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
36158,20001206X02424,Accident,FTW95FA004,1994-10-01,"DENVER, CO",United States,Non-Fatal,Substantial,Other,N31YV,Beechcraft,1900D,No,2.0,Turbo Prop,Unknown,0.0,0.0,1.0,17.0,IMC,18.0
36170,20001206X02425,Accident,FTW95FA008,1994-10-03,"MILFORD, UT",United States,Fatal(3),Destroyed,Other,N531J,Cessna,T337G,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,3.0
36172,20001206X02489,Accident,MIA95LA002,1994-10-03,"STUART, FL",United States,Non-Fatal,Substantial,Other,N701AM,Cessna,421B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,7.0,VMC,7.0
36177,20001206X02457,Accident,LAX95FA003,1994-10-05,"ESSEX, CA",United States,Fatal(1),Destroyed,Other,N251VW,Aero Commander,560,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,1.0
36184,20001206X02395,Accident,CHI95FA011,1994-10-07,"PARK RAPIDS, MN",United States,Fatal(2),Destroyed,Other,N258CH,Beechcraft,58,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
36191,20001206X02394,Accident,CHI95FA007,1994-10-08,"SPRINGFIELD, MO",United States,Fatal(1),Destroyed,Other,N27MT,Aero Commander,690B,No,2.0,Turbo Prop,Personal,1.0,0.0,0.0,0.0,IMC,1.0
36211,20001206X02502,Incident,NYC95IA020,1994-10-11,"ROCHESTER, NY",United States,Incident,Minor,Other,N5494J,Cessna,310R,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
36218,20001206X02473,Accident,LAX95LA014,1994-10-12,"PALO ALTO, CA",United States,Non-Fatal,Substantial,Other,N8154C,Piper,PA-34-220T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
36230,20001206X02406,Accident,CHI95LA013,1994-10-14,"HOLLAND, MI",United States,Non-Fatal,Substantial,Other,N20TA,Learjet,23,No,2.0,Turbo Jet,Positioning,0.0,0.0,0.0,2.0,VMC,2.0
36242,20001206X02431,Incident,FTW95IA022,1994-10-16,"NACOGDOCHES, TX",United States,Incident,Minor,Other,N600RE,Bombardier,CL 600,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,4.0,IMC,4.0
36244,20001206X02443,Accident,FTW95LA018,1994-10-16,"FREDERICKSBURG, TX",United States,Non-Fatal,Substantial,Other,N821AC,Piper,PA-23-250,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,VMC,2.0
36247,20001206X02460,Incident,LAX95IA011,1994-10-17,"GRAND CANYON, AZ",United States,Incident,Minor,Other,N402SW,Cessna,402,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,9.0,VMC,9.0
36248,20001206X02514,Accident,NYC95LA014,1994-10-18,"HAYMARKET, VA",United States,Non-Fatal,Substantial,Other,N54VT,Grumman,G-44,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
36250,20001206X02409,Accident,CHI95LA016,1994-10-18,"FT. WAYNE, IN",United States,Non-Fatal,Substantial,Other,N83KK,Beechcraft,58,No,2.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,2.0
36254,20001206X02397,Accident,CHI95FA018,1994-10-20,"SELLERSBURG, IN",United States,Fatal(5),Destroyed,Other,N40509,Piper,PA-23-250,No,2.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,IMC,5.0
36273,20001206X02523,Accident,SEA95FA010,1994-10-23,"SHAW ISLAND, WA",United States,Fatal(2),Destroyed,Other,N333KS,Beechcraft,58 FOXSTAR,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
36274,20001206X02383,Accident,BFO95FA006,1994-10-23,"HYANNIS, MA",United States,Fatal(2),Destroyed,Other,N807J,Cessna,T337G,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
36275,20001206X02374,Accident,ATL95FA007,1994-10-23,"NEWVILLE, AL",United States,Fatal(2),Destroyed,Other,N999BW,Piper,PA-23-250,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
36289,20001206X02524,Accident,SEA95FA011,1994-10-26,"RAWLINS, WY",United States,Fatal(4),Destroyed,Other,N69350,Cessna,310R,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,4.0
36292,20001206X02459,Accident,LAX95FA020,1994-10-27,"DOUGLAS CITY, CA",United States,Fatal(2),Destroyed,Other,N1497S,Cessna,T337H,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
36318,20001206X02420,Accident,DCA95MA001,1994-10-31,"ROSELAWN, IN",United States,Fatal(68),Destroyed,Other,N401AM,Atr,ATR-72-212,No,2.0,Turbo Prop,Unknown,68.0,0.0,0.0,0.0,IMC,68.0
36323,20001206X02608,Accident,LAX95FA029,1994-11-01,"SPARKS, NV",United States,Non-Fatal,Destroyed,Other,N421WB,Cessna,421A,No,2.0,Reciprocating,Business,0.0,2.0,4.0,0.0,VMC,6.0
36325,20001206X02627,Accident,MIA95LA016,1994-11-01,"FORT LAUDERDALE, FL",United States,Non-Fatal,Substantial,Other,N5715C,Cessna,402C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
36328,20001206X02567,Incident,CHI95IA028,1994-11-02,"CHICAG0, IL",United States,Incident,Minor,Other,N631US,Boeing,747-251B,No,4.0,Turbo Jet,Positioning,0.0,0.0,0.0,3.0,VMC,3.0
36337,20001206X02634,Accident,MIA95LA030,1994-11-04,"MIAMI, FL",United States,Non-Fatal,Substantial,Other,N216Y,Cessna,310L,No,2.0,Reciprocating,Unknown,0.0,1.0,0.0,1.0,VMC,2.0
36338,20001206X02536,Accident,ANC95FA008,1994-11-04,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Other,N611FE,McDonnell Douglas,MD-11/F,No,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
36341,20001206X02615,Accident,LAX95LA032,1994-11-06,"SAN DIEGO, CA",United States,Non-Fatal,Substantial,Other,N276VM,Beechcraft,65-90,No,2.0,Turbo Prop,Other Work Use,0.0,1.0,0.0,13.0,VMC,14.0
36348,20001206X02565,Accident,CHI95FA035,1994-11-08,"CAMERON, LA",United States,Fatal(1),Destroyed,Other,N2620,Sikorsky,S-76A,No,2.0,Turbo Shaft,Executive/corporate,1.0,0.0,2.0,0.0,IMC,3.0
36349,20001206X02655,Accident,SEA95FA017,1994-11-08,"GREAT FALLS, MT",United States,Fatal(4),Substantial,Other,N180PB,Beechcraft,58P,No,2.0,Reciprocating,Business,4.0,0.0,0.0,0.0,VMC,4.0
36379,20001206X02663,Accident,SEA95LA020,1994-11-14,"CASPER, WY",United States,Non-Fatal,Substantial,Other,N3323P,Piper,PA-23-160,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
36385,20001206X02611,Accident,LAX95FA035,1994-11-16,"AVENAL, CA",United States,Fatal(1),Destroyed,Other,N63995,Beechcraft,C-99,No,2.0,Turbo Prop,Unknown,1.0,0.0,0.0,0.0,VMC,1.0
36389,20001206X02658,Incident,SEA95IA021,1994-11-17,"MISSOULA, MT",United States,Incident,Minor,Other,N380PH,Fairchild,SA227,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,UNK,4.0
36392,20001206X02549,Accident,ATL95LA015,1994-11-17,"LURAY, SC",United States,Non-Fatal,Substantial,Other,N22ML,Piper,PA-601P,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
36395,20001206X02642,Accident,NYC95FA030,1994-11-18,"HYANNIS, MA",United States,Fatal(1),Destroyed,Other,N402BK,Cessna,402C,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,IMC,1.0
36398,20001206X02589,Incident,FTW95IA049,1994-11-18,"SPRINGFIELD, MO",United States,Incident,Minor,Other,N988UA,Boeing,B-737-200,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,57.0,IMC,57.0
36418,20001206X02631,Accident,MIA95LA026,1994-11-22,"MIAMI, FL",United States,Non-Fatal,Substantial,Other,HCBRF,Boeing,727-100,No,3.0,Turbo Fan,Unknown,0.0,1.0,0.0,5.0,VMC,6.0
36429,20001206X02563,Accident,BFO95LA017,1994-11-23,"BLOOMING GROVE, PA",United States,Non-Fatal,Substantial,Other,N4430P,Piper,PA-23-160,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,IMC,2.0
36432,20001206X02604,Accident,FTW95LA055,1994-11-25,"TULSA, OK",United States,Non-Fatal,Substantial,Other,N413UP,Boeing,757-24APF,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
36435,20001206X02590,Incident,FTW95IA053,1994-11-26,"HOUSTON, TX",United States,Incident,Minor,Other,N14336,Boeing,B-737-300,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,134.0,VMC,134.0
36442,20001206X02545,Accident,ATL95FA021,1994-11-27,"MABLETON, GA",United States,Fatal(1),Substantial,Other,N8933M,Beechcraft,95B55,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
36445,20001206X02657,Accident,SEA95FA025,1994-11-29,"BROCKWAY, MT",United States,Fatal(2),Destroyed,Other,N22CN,Piper,PA-31T1,No,2.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,VMC,2.0
36451,20001206X02584,Accident,CHI95LA049,1994-11-30,"CHICAGO, IL",United States,Non-Fatal,Minor,Other,N826BX,McDonnell Douglas,DC-8-71F,No,4.0,Turbo Jet,Unknown,0.0,1.0,0.0,6.0,VMC,7.0
36454,20001206X02740,Accident,LAX95LA041,1994-12-02,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Destroyed,Other,N16VM,Britten-Norman,ISLANDER BN2B-20,No,2.0,Reciprocating,Ferry,0.0,1.0,0.0,0.0,VMC,1.0
36460,20001206X02765,Accident,MIA95GA033,1994-12-03,"ST. PETERSBURG, FL",United States,Non-Fatal,Substantial,Other,N23321,Sikorsky,UH-60A,No,2.0,Turbo Shaft,Public Aircraft,0.0,0.0,0.0,5.0,VMC,5.0
36476,20001206X02696,Incident,CHI95IA052,1994-12-05,"SAINT LOUIS, MO",United States,Incident,Minor,Other,N412RW,Cessna,402,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
36479,20001206X02742,Accident,LAX95LA045,1994-12-07,"OXNARD, CA",United States,Non-Fatal,Substantial,Other,N2027P,Piper,PA-23,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
36482,20001206X02698,Accident,CHI95LA053,1994-12-08,"KANSAS CITY, MO",United States,Fatal(1),Destroyed,Other,N5647D,Beechcraft,E18S,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,1.0
36488,20001206X02784,Accident,NYC95FA042,1994-12-10,"COLONIE, NY",United States,Fatal(1),Destroyed,Other,N6069T,Piper,PA-60-600,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,1.0
36491,20001206X02666,Accident,ANC95FA016,1994-12-10,"ELIM, AK",United States,Fatal(5),Destroyed,Other,N1238K,Cessna,402C,No,2.0,Reciprocating,Unknown,5.0,0.0,0.0,0.0,IMC,5.0
36500,20001206X02683,Accident,ATL95LA027,1994-12-11,"MILLINGTON, TN",United States,Non-Fatal,Substantial,Other,N9171N,Aero Commander,500S,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
36502,20001206X02715,Incident,FTW95IA064,1994-12-12,"DFW AIRPORT, TX",United States,Incident,Minor,Other,N633AS,Aerospatiale,ATR-72-212,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,38.0,VMC,38.0
36508,20001206X02708,Accident,DCA95MA006,1994-12-13,"MORRISVILLE, NC",United States,Fatal(15),Destroyed,Other,N918AE,British Aerospace,JETSTREAM 3201,No,2.0,Turbo Prop,Unknown,15.0,5.0,0.0,0.0,IMC,20.0
36512,20001206X02709,Accident,DCA95MA007,1994-12-14,"FRESNO, CA",United States,Fatal(2),Destroyed,Other,N521PA,Learjet,35A,No,2.0,Turbo Fan,Public Aircraft,2.0,1.0,20.0,0.0,VMC,23.0
36514,20001206X02684,Accident,ATL95LA028,1994-12-14,"HICKORY, NC",United States,Non-Fatal,Substantial,Other,N7628R,Cessna,402B,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,IMC,1.0
36516,20001206X02761,Accident,LAX95LA073,1994-12-14,"CHINLE, AZ",United States,Non-Fatal,Substantial,Other,N746CA,Cessna,421C,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,5.0,VMC,5.0
36520,20001206X02733,Accident,FTW95LA088,1994-12-15,"FARMINGTON, NM",United States,Non-Fatal,Substantial,Other,N39ZV,Beechcraft,1900D,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,15.0,VMC,15.0
36530,20001206X02785,Incident,NYC95IA043,1994-12-18,"JAMAICA, NY",United States,Incident,Minor,Other,N53116,Boeing,747-131,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,189.0,VMC,189.0
36562,20001206X02688,Incident,BFO95IA023,1994-12-25,"NEW YORK, NY",United States,Incident,Minor,Other,N427FB,McDonnell Douglas,DC-8-54F,No,4.0,Turbo Jet,Unknown,0.0,0.0,0.0,5.0,VMC,5.0
36566,20001206X02777,Accident,MIA95LA050,1994-12-26,"ARCADIA, FL",United States,Non-Fatal,Substantial,Other,N546V,Beechcraft,95-C55,No,2.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,IMC,3.0
36588,20001206X02679,Accident,ATL95FA031,1994-12-30,"ST. AUGUSTINE, FL",United States,Fatal(2),Destroyed,Other,N30LC,Cessna,310Q,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,2.0
36605,20001207X02847,Accident,FTW95FA080,1995-01-03,"ROYAL, AR",United States,Fatal(2),Destroyed,Other,N101GA,Beechcraft,65-90,No,2.0,Turbo Prop,Positioning,2.0,0.0,0.0,0.0,VMC,2.0
36607,20001207X02871,Accident,FTW95WA081,1995-01-04,"TOLUCA, Mexico",Mexico,Fatal(2),Destroyed,Other,N720EM,Piper,AEROSTAR 601P,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
36612,20001207X02849,Accident,FTW95FA084,1995-01-05,"GEORGETOWN, TX",United States,Fatal(1),Destroyed,Other,N8398Y,Piper,PA-30,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,IMC,1.0
36613,20001207X02848,Accident,FTW95FA082,1995-01-05,"HURLEY, NM",United States,Fatal(3),Destroyed,Other,N3LP,Beechcraft,A60,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,3.0
36617,20001207X02909,Accident,NYC95LA048,1995-01-07,"CANFIELD, OH",United States,Non-Fatal,Substantial,Other,N560WM,Aero Commander,560F,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,8.0,IMC,8.0
36622,20001207X02858,Accident,FTW95LA085,1995-01-09,"BROWNSVILLE, TX",United States,Non-Fatal,Destroyed,Other,N50WT,Piper,PA-31-350,No,2.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,3.0
36623,20001207X02910,Accident,NYC95WA058,1995-01-09,"STUTTGURT-GRMY, GERMANY",Germany,Non-Fatal,Substantial,Other,N555HR,Cessna,501,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,1.0,UNK,1.0
36626,20001207X02850,Accident,FTW95FA087,1995-01-10,"HOT SPRINGS, AR",United States,Fatal(3),Destroyed,Other,N673Q,Beechcraft,B95,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,3.0
36627,20001207X02821,Accident,ATL95LA038,1995-01-10,"MEMPHIS, TN",United States,Non-Fatal,Substantial,Other,N922VV,McDonnell Douglas,DC-9-32,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,37.0,VMC,37.0
36629,20001207X02819,Accident,ATL95LA035,1995-01-10,"COVINGTON, GA",United States,Non-Fatal,Substantial,Other,N4104Q,Cessna,310N,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
36633,20001207X02837,Accident,CHI95LA069,1995-01-11,"NEWTON, IA",United States,Non-Fatal,Substantial,Other,N287MC,Cessna,S550,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,6.0,IMC,6.0
36637,20001207X02832,Incident,CHI95IA066,1995-01-12,"WILLISTON, ND",United States,Incident,Minor,Other,N118UX,Beechcraft,1900D,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
36639,20001207X02812,Accident,ATL95FA036,1995-01-12,"AUGUSTA, GA",United States,Fatal(4),Destroyed,Other,N13SE,Cessna,414,No,2.0,Reciprocating,Business,4.0,2.0,0.0,0.0,VMC,6.0
36642,20001207X02822,Accident,ATL95LA039,1995-01-13,"BURLINGTON, NC",United States,Non-Fatal,Substantial,Other,N7144Z,Piper,PA-31-350,No,2.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,1.0
36654,20001207X02828,Accident,BFO95LA027,1995-01-16,"CLARION, PA",United States,Non-Fatal,Destroyed,Other,N7943Q,Cessna,310Q,No,2.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,IMC,4.0
36658,20001207X02856,Incident,FTW95IA096,1995-01-17,"DFW AIRPORT, TX",United States,Incident,Minor,Other,N408AT,Atr,72-212,No,2.0,Turbo Prop,Unknown,0.0,0.0,2.0,35.0,VMC,37.0
36659,20001207X02908,Accident,NYC95FA050,1995-01-18,"JACKSON TWP, PA",United States,Fatal(3),Destroyed,Other,N1WD,Agusta,A109C,No,2.0,Turbo Shaft,Executive/corporate,3.0,0.0,0.0,0.0,IMC,3.0
36666,20001207X02815,Incident,ATL95IA043,1995-01-19,"ATLANTA, GA",United States,Incident,Minor,Other,N4515W,Boeing,737-247,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,28.0,IMC,28.0
36672,20001207X02840,Accident,CHI95LA073,1995-01-20,"ANGOLA, IN",United States,Non-Fatal,Substantial,Other,N421AW,Cessna,421C,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,3.0
