,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Souls
67998,20100410X34740,Accident,WPR10FA199,2010-04-10,"Los Angeles, CA",United States,Non-Fatal,Substantial,Airplane,N624SW,Boeing,737-3H4,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,109.0,VMC,109.0
68005,20100412X03459,Accident,ERA10LA222,2010-04-11,"Arecibo, PR",United States,Non-Fatal,Substantial,Airplane,N9646Y,Beechcraft,95-A55,No,2.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,2.0
68018,20100414X92635,Accident,DCA10RA053,2010-04-14,"Monterrey, Mexico",Mexico,Fatal,Destroyed,Airplane,XA-TUE,Airbus,A300B4-203,No,2.0,Turbo Fan,Unknown,5.0,0.0,0.0,0.0,IMC,5.0
68072,20100427X81628,Accident,ERA10FA246,2010-04-27,"Bear Branch, KY",United States,Fatal,Substantial,Airplane,N1856S,Beechcraft,58,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
68073,20100428X13242,Accident,WPR10FA217,2010-04-27,"Merced, CA",United States,Fatal,Substantial,Airplane,N847DE,Piper,PA-30,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
68084,20100429X34003,Accident,WPR10LA219,2010-04-29,"Phoenix, AZ",United States,Non-Fatal,Substantial,Airplane,N23TR,Rogers,RUTAN DEFIANT 40,Yes,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
68104,20100507X64708,Incident,DCA10WA055,2010-05-04,"Seoul, South Korea",South Korea,Non-Fatal,Minor,Airplane,N749SA,Boeing,747-300 SERIES,No,4.0,Turbo Jet,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
68118,20100507X70356,Incident,DCA10WA056,2010-05-07,"Sydney, Australia",Australia,Non-Fatal,Minor,Airplane,N128UA,Boeing,747-422,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,246.0,VMC,246.0
68121,20100426X43553,Accident,ANC10CA031,2010-05-08,"Eek, AK",United States,Non-Fatal,Substantial,Airplane,N77HV,Piper,PA-31-350,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,1.0
68169,20100520X02527,Accident,DCA10CA061,2010-05-17,"Miami, FL",United States,Non-Fatal,Substantial,Airplane,N498MC,Boeing,747,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
68176,20100521X90218,Accident,CEN10CA261,2010-05-19,"West Memphis, AR",United States,Non-Fatal,Substantial,Airplane,N427SP,Swearingen,SA-226AT,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,2.0,VMC,2.0
68199,20100523X62317,Incident,WPR10IA256,2010-05-23,"Ontario, CA",United States,Non-Fatal,Minor,Airplane,N925SW,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,27.0,VMC,27.0
68212,20100526X92845,Accident,ERA10WA281,2010-05-25,"North Bimini, Bahamas",Bahamas,Fatal,Substantial,Airplane,N1526T,Piper,PA23,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
68218,20100527X05635,Accident,ERA10LA284,2010-05-27,"High Springs, FL",United States,Non-Fatal,Substantial,Airplane,N72268,Cessna,337G,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1.0
68221,20100528X53942,Incident,ERA10IA285,2010-05-28,"White Plains, NY",United States,Non-Fatal,Minor,Airplane,N662QS,Cessna,560XL,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,4.0,VMC,4.0
68242,20100601X32457,Accident,WPR10FA273,2010-05-30,"Lincoln, MT",United States,Fatal,Substantial,Airplane,N44MC,Piper,PA-34-220T,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
68279,20100607X24400,Accident,CEN10CA301,2010-06-04,"Anderson, IN",United States,Non-Fatal,Substantial,Airplane,N421KB,Cessna,421B,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,1.0
68287,20100606X02721,Accident,ERA10LA299,2010-06-05,"Charlotte, NC",United States,Non-Fatal,Minor,Airplane,N277AY,Airbus,A330-323,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,454.0,VMC,454.0
68291,20100607X83625,Accident,CEN10CA305,2010-06-05,"Custer, SD",United States,Non-Fatal,Substantial,Airplane,N2267X,Cessna,337,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
68312,20100610X21734,Accident,CEN10LA312,2010-06-09,"Ankeny, IA",United States,Non-Fatal,Substantial,Airplane,N104NW,Piper,PA-34-220T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
68325,20100613X25715,Accident,CEN10LA315,2010-06-12,"Denver, CO",United States,Non-Fatal,Substantial,Airplane,N195GL,Beechcraft,1900D,No,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,2.0,IMC,2.0
68357,20100617X12419,Accident,CEN10FA322,2010-06-17,"Rochester, MN",United States,Fatal,Substantial,Airplane,N7SE,Piper,PA-23,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0
68358,20100617X45846,Accident,CEN10FA324,2010-06-17,"Ruidoso, NM",United States,Fatal,Substantial,Airplane,N310RH,Cessna,T310R,No,2.0,Reciprocating,Personal,5.0,0.0,2.0,0.0,VMC,7.0
68364,20100621X04325,Accident,ERA10LA317,2010-06-18,"Plymouth, MA",United States,Non-Fatal,Substantial,Airplane,N401TE,Cessna,401,No,2.0,Reciprocating,Other Work Use,0.0,0.0,3.0,0.0,VMC,3.0
68379,20100714X63624,Accident,DCA10CA075,2010-06-19,"New York, NY",United States,Non-Fatal,Substantial,Airplane,N3730B,Boeing,737,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,5.0,VMC,5.0
68386,20100621X64226,Accident,CEN10LA335,2010-06-21,"Storm Lake, IA",United States,Non-Fatal,Substantial,Airplane,N800VT,Cessna,525A,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,6.0,VMC,6.0
68398,20100623X20145,Accident,CEN10RA337,2010-06-23,"Quebec City, Canada",Canada,Fatal,Destroyed,Airplane,C-FGIN,Hawker Beechcraft Corp.,A100,No,2.0,Turbo Prop,Unknown,7.0,0.0,0.0,0.0,VMC,7.0
68409,20100722X70304,Accident,CEN10CA436,2010-06-24,"Ashdown, AR",United States,Non-Fatal,Substantial,Airplane,N18RR,Cessna,310C,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1.0
68446,20110224X21957,Incident,ERA11WA157,2010-06-29,"Jundiai, Brazil",Brazil,Non-Fatal,Minor,Airplane,PP-EPD,Beechcraft,300,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,7.0,VMC,7.0
68470,20100713X21136,Accident,WPR10LA347,2010-07-03,"Las Vegas, NV",United States,Non-Fatal,Substantial,Airplane,N3644A,Beechcraft,E-55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,5.0
68473,20100704X15412,Accident,CEN10MA367,2010-07-04,"Alpine, TX",United States,Fatal,Substantial,Airplane,N31AS,Cessna,421B,No,2.0,Reciprocating,Unknown,5.0,0.0,0.0,0.0,VMC,5.0
68513,20100711X15942,Accident,CEN10FA382,2010-07-11,"Tulsa, OK",United States,Fatal,Substantial,Airplane,N88DF,Cessna,421,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,3.0
68516,20100713X43713,Accident,ERA10LA357,2010-07-11,"LaGrange, GA",United States,Non-Fatal,Substantial,Airplane,N405RW,Beechcraft,58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
68526,20100714X50804,Accident,CEN10FA394,2010-07-13,"St. Ignace, MI",United States,Fatal,Substantial,Airplane,N3081N,Beechcraft,58,No,2.0,Reciprocating,Personal,4.0,0.0,1.0,0.0,VMC,5.0
68529,20100714X01135,Accident,WPR10LA349,2010-07-14,"El Monte, CA",United States,Non-Fatal,Substantial,Airplane,N6909L,Cessna,310K,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
68583,20100723X32554,Accident,CEN10LA425,2010-07-22,"Cleburne, TX",United States,Non-Fatal,Destroyed,Airplane,N601AT,Smith,AEROSTAR,No,2.0,Reciprocating,Ferry,0.0,1.0,0.0,0.0,VMC,1.0
68613,20100727X42310,Incident,ERA10IA378,2010-07-26,"Hyannis, MA",United States,Non-Fatal,Minor,Airplane,N26150,Cessna,402C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,8.0,VMC,8.0
68615,20100729X10458,Accident,ERA10CA382,2010-07-27,"New York, NY",United States,Non-Fatal,Substantial,Airplane,N905LP,Gulfstream,GIV,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,6.0,VMC,6.0
68620,20100727X65835,Accident,WPR10FA369,2010-07-27,"Oceanside, CA",United States,Fatal,Substantial,Airplane,N33CJ,Beechcraft,95 55,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
68622,20100728X70427,Accident,CEN10FA443,2010-07-27,"Oshkosh, WI",United States,Non-Fatal,Substantial,Airplane,N6JR,Hawker Beechcraft,390,No,2.0,Turbo Fan,Business,0.0,0.0,2.0,0.0,VMC,2.0
68623,20100729X44254,Incident,ERA10IA384,2010-07-27,"San Juan, PR",United States,Non-Fatal,Minor,Airplane,N402VN,Cessna,402C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
68658,20100805X73225,Accident,ANC10FA067,2010-08-01,"McKinley Park, AK",United States,Fatal,Substantial,Airplane,N709RR,Fairchild,C-123K,No,2.0,Reciprocating,Executive/corporate,3.0,0.0,0.0,0.0,VMC,3.0
68682,20100806X53016,Incident,DCA10IA082,2010-08-04,"Chicago, IL",United States,Non-Fatal,Minor,Airplane,N644UA,Boeing,767-322,No,2.0,Turbo Fan,Unknown,0.0,6.0,0.0,184.0,VMC,190.0
68684,20100809X84516,Accident,CEN10CA464,2010-08-04,"Vici, OK",United States,Non-Fatal,Substantial,Airplane,N414TT,Cessna,414,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,5.0
68722,20100811X20501,Accident,WPR10LA395,2010-08-10,"Salt Lake City, UT",United States,Non-Fatal,Substantial,Airplane,N14105,Embraer,EMB-145XR,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,50.0,VMC,50.0
68726,20100811X32223,Accident,WPR10FA397,2010-08-11,"Burns, OR",United States,Fatal,Substantial,Airplane,N500FV,Aero Commander,500-B,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
68779,20100909X45640,Accident,CEN10LA529,2010-08-18,"Baraboo, WI",United States,Non-Fatal,Substantial,Airplane,N601PP,Piper,AEROSTAR 601P,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
68784,20100823X93415,Accident,ERA10CA436,2010-08-19,"Bedford, PA",United States,Non-Fatal,Substantial,Airplane,N77RL,Cessna,414,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,2.0
68786,20100824X50048,Accident,CEN10LA494,2010-08-19,"LaGrange, IN",United States,Non-Fatal,Substantial,Airplane,N6762X,Cessna,310F,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
68809,20100823X85049,Accident,ERA10LA438,2010-08-23,"Douglas, GA",United States,Non-Fatal,Substantial,Airplane,N8734Y,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
68824,20100826X14132,Accident,ERA10WA443,2010-08-25,"Bahia, Brazil",Brazil,Non-Fatal,Substantial,Airplane,PR-PSJ,Embraer,EMB145 LU,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,27.0,VMC,27.0
68827,20100830X81337,Accident,ERA10WA455,2010-08-25,"Casanare, Colombia",Colombia,Fatal,Destroyed,Airplane,HK4429,Piper,PA34,No,2.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,VMC,6.0
68831,20100827X20401,Incident,WPR10IA430,2010-08-26,"Sacramento, CA",United States,Non-Fatal,Minor,Airplane,N590JB,Airbus,A320-232,No,2.0,Turbo Fan,Unknown,0.0,7.0,0.0,84.0,VMC,91.0
68866,20100831X14941,Accident,ERA10LA457,2010-08-31,"Jacksonville, FL",United States,Non-Fatal,Substantial,Airplane,N175SP,Aero Commander,560E,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
68876,20100901X11325,Accident,WPR10WA443,2010-08-31,"Bugoiya, Papua New Guinea",Papua New Guinea,Fatal,Substantial,Airplane,PA-TAA,Cessna,550,No,2.0,Turbo Jet,Unknown,4.0,1.0,0.0,0.0,VMC,5.0
68887,20100906X30626,Accident,WPR10FA448,2010-09-02,"Redwood City, CA",United States,Fatal,Substantial,Airplane,N832B,Beechcraft,65,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0
68906,20100916X80055,Accident,CEN10CA540,2010-09-05,"Colorado Springs, CO",United States,Non-Fatal,Substantial,Airplane,N16LH,Beechcraft,E-90,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,4.0,VMC,4.0
68931,20100912X91459,Incident,CEN10IA535,2010-09-10,"Brenham, TX",United States,Non-Fatal,Minor,Airplane,N226CP,Embraer,500,No,2.0,Turbo Fan,Personal,0.0,0.0,0.0,2.0,VMC,2.0
68956,20100916X55111,Accident,ERA10TA481,2010-09-15,"Inverness, FL",United States,Non-Fatal,Substantial,Airplane,N2872S,Piper,PA-34-200T,No,2.0,Reciprocating,Public Aircraft - Local,0.0,0.0,0.0,2.0,VMC,2.0
68957,20100916X63553,Accident,ANC10CA093,2010-09-15,"Nome, AK",United States,Non-Fatal,Substantial,Airplane,N87256,Cessna,T310R,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1.0
68973,20100918X12115,Accident,ERA10LA485,2010-09-18,"Rainelle, WV",United States,Non-Fatal,Substantial,Airplane,N86BR,Beechcraft,58,No,2.0,Reciprocating,Unknown,0.0,5.0,0.0,0.0,VMC,5.0
68986,20100920X31404,Accident,ERA10WA489,2010-09-19,"South Bimini, Bahamas",Bahamas,Non-Fatal,Substantial,Airplane,N84859,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
69009,20100924X85909,Accident,ERA10WA498,2010-09-23,"Santo Domingo, Las Americas",Dominican Republic,Non-Fatal,Substantial,Airplane,N100PV,Aero Commander,500,No,2.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,4.0
69011,20101029X05315,Accident,ERA10CA513,2010-09-23,"Northampton, MA",United States,Non-Fatal,Substantial,Airplane,N56196,Piper,PA34,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
69012,20100924X30155,Accident,CEN10FA557,2010-09-24,"Woodruff, WI",United States,Fatal,Destroyed,Airplane,N570ER,Piper,PA-44-180,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
69033,20100927X70141,Accident,CEN10LA564,2010-09-26,"Boerne Stage, TX",United States,Non-Fatal,Substantial,Airplane,N550JW,Cessna,310K,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
69035,20100928X12406,Incident,ENG10IA053,2010-09-26,"John F. Kennedy International Airport, NY",United States,Non-Fatal,Minor,Airplane,N133EV,Bombardier,CL600 2D24,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,4.0,VMC,4.0
69039,20100928X90000,Accident,WPR10LA476,2010-09-28,"Great Falls, MT",United States,Non-Fatal,Substantial,Airplane,N455TB,Cessna,310R,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
69040,20100930X00358,Incident,ENG10IA055,2010-09-28,"Milwaukee, WI",United States,Non-Fatal,Minor,Airplane,N498CA,Bombardier,CL600 2B19,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,39.0,VMC,39.0
69046,20101004X85003,Incident,WPR10IA482,2010-09-29,"Idaho Falls, ID",United States,Non-Fatal,Minor,Airplane,N124BK,Beechcraft,F90,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,VMC,1.0
69054,20101001X13003,Accident,ERA11FA001,2010-10-01,"Manteo, NC",United States,Non-Fatal,Substantial,Airplane,N262Y,Cessna,550,No,2.0,Turbo Jet,Executive/corporate,0.0,7.0,0.0,0.0,IMC,7.0
69055,20101004X11133,Incident,ERA11IA006,2010-10-01,"Teterboro, NJ",United States,Non-Fatal,Minor,Airplane,N923CL,Gulfstream,G-IV,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,11.0,IMC,11.0
69060,20101004X44844,Accident,CEN11CA003,2010-10-01,"St. Johns, MI",United States,Non-Fatal,Substantial,Airplane,N3051L,Cessna,310J,No,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0
69072,20101003X04946,Accident,WPR11FA002,2010-10-03,"Avalon, CA",United States,Non-Fatal,Substantial,Airplane,N310XX,Cessna,310,No,2.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,IMC,3.0
69139,20101019X33258,Incident,WPR11IA019,2010-10-18,"Phoenix, AZ",United States,Non-Fatal,Minor,Airplane,N938SW,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,53.0,VMC,53.0
69140,20101019X50439,Accident,ANC11LA004,2010-10-18,"Sitka, AK",United States,Non-Fatal,Substantial,Airplane,N111AX,Beechcraft,1900C,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
69141,20101019X71234,Accident,CEN11TA027,2010-10-18,"Palestine, TX",United States,Non-Fatal,Substantial,Airplane,N1TR,Beechcraft,A100,No,2.0,Turbo Prop,Public Aircraft,0.0,0.0,0.0,5.0,VMC,5.0
69157,20101026X44534,Accident,CEN11FA040,2010-10-21,"Clarion, IA",United States,Fatal,Destroyed,Airplane,N784CB,Beechcraft,95-B55 (T42A),No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
69163,20101024X70145,Accident,WPR11CA026,2010-10-23,"Camp Verde, AZ",United States,Non-Fatal,Substantial,Airplane,N630PL,Cessna,340A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
69169,20101025X62111,Accident,WPR11FA029,2010-10-25,"Morton, WA",United States,Fatal,Substantial,Airplane,N68718,Cessna,340A,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,3.0
69174,20101027X85534,Accident,ERA11LA037,2010-10-27,"Aguadilla, PR",United States,Non-Fatal,Substantial,Airplane,N350RL,Piper,PA-31-350,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
69183,20101031X30917,Accident,ERA11LA044,2010-10-29,"Fort Lauderdale, FL",United States,Non-Fatal,Substantial,Airplane,C-FWAQ,Boeing,737,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,142.0,VMC,142.0
69201,20101103X34855,Accident,ERA11CA046,2010-11-02,"Pittsburgh, PA",United States,Non-Fatal,Substantial,Airplane,N454SW,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,41.0,VMC,41.0
69202,20101103X44221,Accident,CEN11LA051,2010-11-02,"Chicago, IL",United States,Non-Fatal,Substantial,Airplane,N709BR,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,37.0,VMC,37.0
69224,20101108X84714,Accident,WPR11LA042,2010-11-08,"Los Angeles, CA",United States,Non-Fatal,Substantial,Airplane,N422QX,Bombardier,DHC-8-402,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,77.0,VMC,77.0
69229,20101110X55356,Accident,CEN11TA064,2010-11-10,"Anthony, NM",United States,Non-Fatal,Destroyed,Airplane,N44956,Partenavia,P.68,No,2.0,Reciprocating,Public Aircraft - State,0.0,3.0,0.0,0.0,VMC,3.0
69231,20101110X95242,Accident,WPR11LA044,2010-11-10,"Tucson, AZ",United States,Non-Fatal,Substantial,Airplane,N628R,Piper,PA30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
69253,20101116X51712,Accident,CEN11LA072,2010-11-15,"Minneapolis, MN",United States,Non-Fatal,Substantial,Airplane,N604CZ,Embraer,ERJ 170-200 LR,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,80.0,VMC,80.0
69259,20101120X11235,Accident,WPR11FA052,2010-11-17,"Portland, OR",United States,Non-Fatal,Substantial,Airplane,N25PJ,Gates Lear Jet,25B,No,2.0,Turbo Jet,Positioning,0.0,0.0,0.0,2.0,IMC,2.0
69261,20101118X74618,Accident,ERA11GA066,2010-11-18,"Avon Park, FL",United States,Fatal,Substantial,Airplane,N1309,Cessna,M337B,No,2.0,Reciprocating,Public Aircraft,3.0,0.0,0.0,0.0,IMC,3.0
69268,20101202X23228,Accident,ERA11CA076,2010-11-19,"Williston, FL",United States,Non-Fatal,Substantial,Airplane,N677Z,Beechcraft,95-C55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
69269,20101203X51019,Accident,CEN11WA091,2010-11-19,"Birmingham, United Kingdom",United Kingdom,Non-Fatal,Substantial,Airplane,G-VUEM,Cessna,501,No,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,0.0,IMC,1.0
69278,20101124X20432,Accident,WPR11LA058,2010-11-24,"Salt Lake City, UT",United States,Non-Fatal,Substantial,Airplane,N614SK,Bombardier,CL-600-2C10,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,69.0,IMC,69.0
69289,20101130X12357,Accident,CEN11LA083,2010-11-28,"Nocagdoches, TX",United States,Non-Fatal,Substantial,Airplane,N36405,Piper,PA-34-200T,No,2.0,Unknown,Personal,0.0,1.0,0.0,0.0,VMC,1.0
69310,20101209X94036,Accident,CEN11LA101,2010-12-03,"Claremore, OK",United States,Non-Fatal,Substantial,Airplane,N211DS,Beechcraft,95-C55,No,2.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2.0
69317,20101208X40921,Accident,CEN11LA099,2010-12-05,"Chicago, IL",United States,Non-Fatal,Substantial,Airplane,N502MJ,Bombardier,CL-600-2C10,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,37.0,VMC,37.0
69336,20101220X51922,Accident,CEN11LA120,2010-12-10,"Minneapolis, MN",United States,Non-Fatal,Substantial,Airplane,N206K,Beechcraft,300,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,2.0
69350,20101215X74704,Accident,ERA11WA090,2010-12-14,"Nassau, Bahamas",Bahamas,Fatal,Destroyed,Airplane,N38L,Hawker Beechcraft,TC-45J,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,2.0
69351,20101216X74637,Accident,CEN11FA110,2010-12-15,"Edwards, CO",United States,Fatal,Substantial,Airplane,N571M,Beechcraft,B60,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
69354,20101217X05755,Accident,CEN11CA113,2010-12-17,"Ozark, AR",United States,Non-Fatal,Substantial,Airplane,N990W,Beechcraft,95-C55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
69357,20101220X14621,Accident,DCA11CA014,2010-12-18,"Philadelphia, PA",United States,Non-Fatal,Substantial,Airplane,N913WN,Boeing,737-7H4,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,222.0,VMC,222.0
69363,20101220X93517,Accident,WPR11FA078,2010-12-20,"Perris, CA",United States,Fatal,Substantial,Airplane,N316KW,Aero Commander,680FL,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
69365,20101227X00333,Accident,CEN11CA128,2010-12-21,"Madison, WI",United States,Non-Fatal,Substantial,Airplane,N233DS,Cessna,340A,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,IMC,1.0
69375,20110104X42106,Accident,ANC11LA006,2010-12-22,"Saint Michael, AK",United States,Non-Fatal,Substantial,Airplane,N45052,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
69388,20110103X63450,Accident,CEN11CA136,2010-12-28,"Columbus, OH",United States,Non-Fatal,Substantial,Airplane,N888CA,Aero Commander,500-B,No,2.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,IMC,1.0
69402,20110103X01024,Accident,ERA11FA102,2011-01-01,"Orange, MA",United States,Fatal,Substantial,Airplane,N6725X,Cessna,310F,No,2.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,2.0
69410,20110104X53752,Accident,ANC11LA007,2011-01-03,"New Stuyahok, AK",United States,Non-Fatal,Substantial,Airplane,N9001,Beechcraft,E18S-9700,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
69412,20110502X93814,Accident,DCA11FA050,2011-01-03,"Los Angeles, CA",United States,Non-Fatal,Substantial,Airplane,N831NN,Boeing,737-823,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,165.0,VMC,165.0
69419,20110105X11652,Accident,ERA11FA107,2011-01-06,"Birmingham, AL",United States,Fatal,Substantial,Airplane,N48TS,Beechcraft,58P,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
69420,20110106X45446,Accident,CEN11FA144,2011-01-06,"Springfield, IL",United States,Non-Fatal,Substantial,Airplane,N800GP,Gates Learjet,35A,No,2.0,Turbo Fan,Unknown,0.0,2.0,0.0,4.0,VMC,6.0
69430,20110110X22716,Accident,WPR11LA092,2011-01-09,"Lancaster, CA",United States,Non-Fatal,Substantial,Airplane,N1755H,Cessna,310C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
69456,20110302X82843,Incident,ERA11IA172,2011-01-16,"Walterboro, SC",United States,Non-Fatal,Minor,Airplane,N52CD,Mitsubishi,MU-2B-20,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,2.0
69458,20110118X45001,Accident,ERA11LA117,2011-01-17,"Charlotte Amalie,",United States,Non-Fatal,Substantial,Airplane,N8277Q,Convair,340-71,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,2.0
69502,20110130X15517,Accident,WPR11LA113,2011-01-30,"Big Bear City, CA",United States,Non-Fatal,Substantial,Airplane,N64RJ,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
69514,20110207X84026,Incident,OPS11IA271,2011-02-01,"Dayton, OH",United States,Non-Fatal,Minor,Airplane,N13964,Embraer,EMB-145LR,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,32.0,VMC,32.0
69517,20110204X62230,Accident,CEN11LA173,2011-02-03,"Albuquerque, NM",United States,Non-Fatal,Substantial,Airplane,N5802C,Cessna,402,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
69529,20110207X01231,Accident,WPR11CA123,2011-02-06,"Van Nuys, CA",United States,Non-Fatal,Substantial,Airplane,N2074L,Beechcraft,95-B55 (T42A),No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1.0
